Report_No,Involvement,Race,Sex,Age,Firearm Used Flag  
110000480,VIC,B,F,32,N
110000483,SUS,B,F,30,N
110000483,VIC,B,M,38,N
110000484,ARR,B,M,46,N
110000484,VIC,,,,N
110000485,ARR,W,M,31,N
110000485,VIC,,,,N
110000486,SUS,U,U,,N
110000486,VIC,W,F,51,N
110000488,SUS,B,M,18,N
110000488,SUS,B,M,18,N
110000488,SUS,B,M,18,N
110000488,VIC,B,M,41,N
110000490,SUS,U,M,,N
110000490,SUS,U,U,,N
110000490,VIC,,,,N
110000491,SUS,A,F,35,N
110000491,VIC,B,M,42,N
110000493,SUS,U,U,,N
110000493,VIC,W,M,56,N
110000494,SUS,U,U,,N
110000494,VIC,W,M,50,N
110000495,SUS,U,U,,N
110000495,VIC,W,F,31,N
110000496,SUS,W,M,54,N
110000496,VIC,W,M,27,N
110000499,ARR,B,M,50,N
110000499,VIC,,,,N
110000500,ARR,W,M,33,N
110000501,SUS,U,U,,N
110000501,VIC,W,F,61,N
110000502,SUS,U,U,,N
110000502,VIC,W,M,27,N
110000506,SUS,U,U,,N
110000506,VIC,W,M,39,N
110000507,SUS,U,U,,N
110000507,VIC,W,F,57,N
110000511,SUS,U,U,,N
110000511,VIC,,,,N
110000514,SUS,U,U,,N
110000514,VIC,,,,N
110000515,ARR,B,M,22,N
110000515,VIC,,,,N
110000516,SUS,U,U,,N
110000516,VIC,,,,N
110000517,SUS,U,U,,N
110000517,VIC,W,F,42,N
110000518,VIC,,,,N
110000522,SUS,U,M,,N
110000522,VIC,W,F,12,N
110000524,SUS,B,M,53,N
110000524,VIC,,,,N
110000525,ARR,B,F,53,N
110000525,VIC,,,,N
110000527,SUS,U,U,,N
110000527,VIC,W,M,23,N
110000528,SUS,U,U,,N
110000528,VIC,W,M,52,N
110000529,SUS,U,U,,N
110000529,VIC,,,,N
110000531,SUS,U,U,,N
110000531,VIC,,,,N
110000532,SUS,U,U,,N
110000532,VIC,B,M,56,N
110000533,SUS,U,U,,N
110000533,VIC,B,F,77,N
110000535,SUS,U,U,,N
110000535,VIC,B,M,46,N
110000538,SUS,U,U,,N
110000538,VIC,B,F,22,N
110000540,SUS,U,U,,N
110000540,VIC,B,M,61,N
110000541,ARR,B,M,26,N
110000541,VIC,B,F,27,N
110000542,SUS,U,U,,N
110000542,VIC,B,M,52,N
110000544,SUS,U,U,,N
110000544,VIC,W,M,24,N
110000546,SUS,U,U,,N
110000546,VIC,B,F,51,N
110000548,SUS,U,U,,N
110000548,VIC,B,M,64,N
110000549,SUS,U,U,,N
110000549,VIC,W,F,29,N
110000549,VIC,W,M,35,N
110000549,SUS,U,U,,N
110000549,VIC,W,F,29,N
110000549,VIC,W,M,35,N
110000551,SUS,B,M,,N
110000551,VIC,B,M,50,N
110000552,SUS,B,M,33,N
110000552,VIC,W,F,21,N
110000553,SUS,B,M,35,N
110000553,VIC,B,F,27,N
110000558,SUS,U,U,,N
110000558,VIC,,,,N
110000559,SUS,B,F,36,N
110000559,VIC,B,F,35,N
110000561,ARR,B,F,33,N
110000561,VIC,,,,N
110000562,SUS,W,F,,N
110000562,VIC,W,F,28,N
110000563,SUS,W,M,18,N
110000563,VIC,W,F,17,N
110000564,ARR,B,M,26,N
110000564,VIC,B,F,25,N
110000565,SUS,U,U,,N
110000565,VIC,W,M,39,N
110000566,SUS,U,U,,N
110000566,VIC,W,M,48,N
110000566,VIC,W,M,48,N
110000568,ARR,B,M,52,N
110000568,VIC,B,M,46,N
110000568,VIC,,,,N
110000569,SUS,U,U,,N
110000569,VIC,W,M,37,N
110000571,SUS,U,U,,N
110000571,VIC,B,F,30,N
110000574,SUS,U,U,,N
110000574,VIC,,,,N
110000575,SUS,U,U,,N
110000575,VIC,W,F,52,N
110000578,SUS,W,M,48,N
110000578,VIC,W,F,41,N
110000579,SUS,U,U,,N
110000579,VIC,W,F,44,N
110000580,SUS,B,M,45,N
110000580,VIC,,,,N
110000583,SUS,U,U,,N
110000583,VIC,B,F,27,N
110000584,ARR,B,F,20,N
110000584,VIC,,,,N
110000585,SUS,B,F,49,N
110000585,SUS,B,F,22,N
110000585,VIC,B,F,49,N
110000585,VIC,B,F,22,N
110000586,SUS,U,U,,N
110000586,VIC,B,M,31,N
110000587,ARR,W,M,17,N
110000587,ARR,W,M,17,N
110000587,VIC,,,,N
110000588,SUS,U,U,,N
110000588,VIC,B,F,37,N
110000588,VIC,B,F,37,N
110000589,SUS,U,U,,N
110000589,VIC,U,F,,N
110000590,SUS,U,U,,N
110000590,VIC,W,F,35,N
110000591,SUS,U,U,,N
110000591,VIC,W,M,54,N
110000592,SUS,W,M,46,N
110000592,VIC,W,F,5,N
110000593,SUS,U,U,,N
110000593,VIC,W,M,85,N
110000594,ARR,B,M,30,N
110000594,VIC,,,,N
110000595,SUS,B,M,,N
110000595,VIC,B,F,53,N
110000598,ARR,B,F,22,N
110000598,VIC,B,F,49,N
110000599,ARR,W,F,16,N
110000599,ARR,W,F,16,N
110000599,VIC,,,,N
110000600,SUS,U,U,,N
110000600,VIC,U,U,,N
110000603,ARR,B,M,45,N
110000603,VIC,,,,N
110000605,SUS,W,F,35,N
110000605,VIC,W,F,88,N
110000607,SUS,U,U,,N
110000607,VIC,A,M,39,N
110000610,SUS,U,U,,N
110000610,VIC,W,M,48,N
110000612,ARR,B,M,26,N
110000612,VIC,,,,N
110000613,VIC,W,M,63,N
110000615,SUS,B,M,51,N
110000615,VIC,W,F,45,N
110000617,SUS,B,M,26,N
110000617,VIC,B,F,20,N
110000619,SUS,U,U,,N
110000619,VIC,W,M,31,N
110000620,ARR,W,M,34,N
110000620,VIC,,,,N
110000621,SUS,W,F,23,N
110000621,VIC,W,F,24,N
110000622,SUS,U,U,,N
110000622,VIC,B,M,26,N
110000622,VIC,B,M,26,N
110000624,SUS,U,U,,N
110000624,VIC,W,M,28,N
110000625,SUS,B,F,27,N
110000625,SUS,B,M,28,N
110000625,VIC,B,F,27,N
110000625,VIC,B,M,28,N
110000626,VIC,,,,N
110000627,SUS,B,F,35,N
110000627,SUS,B,F,50,N
110000627,VIC,B,F,36,N
110000628,SUS,B,M,29,N
110000628,VIC,W,F,32,N
110000630,SUS,U,U,,N
110000630,VIC,B,F,31,N
110000631,SUS,B,M,45,N
110000631,VIC,B,M,18,N
110000632,SUS,B,M,30,N
110000632,VIC,W,F,31,N
110000633,SUS,B,M,36,N
110000633,VIC,B,M,37,N
110000633,VIC,W,F,31,N
110000634,SUS,U,U,,N
110000634,VIC,B,F,21,N
110000635,SUS,U,U,,N
110000635,VIC,W,F,30,N
110000635,VIC,W,M,32,N
110000636,SUS,B,M,51,N
110000636,VIC,B,F,42,N
110000638,SUS,W,M,,N
110000638,VIC,,,,N
110000639,SUS,W,M,45,N
110000639,VIC,,,,N
110000640,SUS,W,M,45,N
110000640,VIC,,,,N
110000641,SUS,W,M,45,N
110000641,VIC,,,,N
110000643,SUS,U,U,,N
110000643,VIC,W,F,59,N
110000644,SUS,B,M,44,N
110000644,VIC,B,F,47,N
110000647,SUS,W,M,,N
110000647,VIC,W,M,41,N
110000649,SUS,B,M,29,N
110000649,VIC,B,F,24,N
110000649,SUS,B,M,29,N
110000649,VIC,B,F,24,N
110000650,SUS,B,M,,N
110000650,SUS,W,M,,N
110000650,SUS,W,M,,N
110000650,VIC,B,M,36,N
110000653,ARR,W,M,56,N
110000653,VIC,,,,N
110000654,SUS,U,U,,N
110000654,VIC,W,F,48,N
110000659,SUS,U,U,,N
110000659,VIC,B,M,36,N
110000660,ARR,W,M,26,N
110000663,VIC,B,F,28,Y
110000664,ARR,B,F,26,N
110000664,VIC,B,M,37,N
110000665,VIC,U,U,,N
110000667,ARR,B,M,18,N
110000667,ARR,B,F,39,N
110000667,VIC,,,,N
110000668,SUS,U,U,,N
110000668,VIC,B,M,25,N
110000669,SUS,B,M,37,N
110000669,VIC,W,M,34,N
110000671,ARR,W,M,21,N
110000671,VIC,W,M,29,N
110000671,VIC,W,M,28,N
110000673,ARR,B,F,36,N
110000673,VIC,,,,N
110000676,SUS,U,U,,N
110000676,VIC,B,M,32,N
110000678,ARR,W,M,18,N
110000678,VIC,,,,N
110000680,SUS,W,M,,N
110000680,VIC,W,M,19,N
110000684,SUS,W,M,,N
110000684,VIC,W,M,35,N
110000685,ARR,B,F,43,N
110000685,VIC,B,F,1,N
110000686,VIC,W,M,45,N
110000687,ARR,B,M,34,N
110000687,VIC,,,,N
110000691,VIC,,,,N
110000693,SUS,B,M,,N
110000693,VIC,W,F,25,N
110000696,SUS,U,U,,N
110000696,VIC,W,M,35,N
110000697,SUS,U,U,,N
110000697,VIC,B,M,40,N
110000698,SUS,B,F,26,N
110000698,VIC,B,M,29,N
110000700,SUS,U,U,,N
110000700,VIC,W,F,19,N
110000701,SUS,U,U,,N
110000701,VIC,W,M,44,N
110000703,VIC,,,,N
110000704,SUS,U,U,,N
110000704,VIC,,,,N
110000705,ARR,W,M,25,N
110000705,VIC,,,,N
110000708,SUS,A,F,38,N
110000708,VIC,W,M,38,N
110000709,SUS,U,U,,N
110000709,VIC,B,F,17,N
110000712,SUS,U,U,,N
110000712,VIC,,,,N
110000714,SUS,U,U,,N
110000714,VIC,B,M,50,N
110000715,SUS,B,M,,N
110000715,SUS,B,M,,N
110000715,VIC,B,M,32,N
110000717,SUS,B,M,47,N
110000717,VIC,,,,N
110000719,SUS,U,U,,N
110000719,VIC,W,F,68,N
110000720,SUS,U,U,,N
110000720,VIC,,,,N
110000725,SUS,U,U,,N
110000725,VIC,W,M,69,N
110000727,ARR,W,M,26,N
110000727,VIC,,,,N
110000729,SUS,I,M,,N
110000729,VIC,W,F,17,N
110000730,SUS,U,U,,N
110000730,VIC,,,,N
110000731,VIC,W,F,40,N
110000734,ARR,W,M,44,N
110000734,VIC,,,,N
110000737,SUS,U,U,,N
110000737,VIC,W,F,64,N
110000739,SUS,B,M,16,N
110000739,SUS,B,M,17,N
110000739,VIC,B,F,28,N
110000740,SUS,U,U,,N
110000740,VIC,W,M,69,N
110000742,ARR,B,M,28,N
110000742,VIC,,,,N
110000743,VIC,,,,N
110000745,SUS,U,U,,N
110000745,VIC,W,F,40,N
110000746,SUS,U,U,,N
110000746,VIC,,,,N
110000748,SUS,U,U,,N
110000748,VIC,B,F,23,N
110000750,ARR,B,M,25,N
110000750,VIC,,,,N
110000751,SUS,U,M,,N
110000752,SUS,U,U,,N
110000752,VIC,,,,N
110000753,SUS,U,U,,N
110000753,VIC,,,,N
110000758,SUS,U,U,,N
110000758,VIC,B,F,53,N
110000759,SUS,U,U,,N
110000759,VIC,,,,N
110000760,SUS,W,M,41,N
110000760,VIC,,,,N
110000762,SUS,U,U,,N
110000762,VIC,B,M,57,N
110000764,SUS,U,U,,N
110000764,VIC,B,F,24,N
110000765,SUS,U,U,,N
110000765,VIC,B,M,41,N
110000766,SUS,U,U,,N
110000766,VIC,W,M,20,N
110000768,SUS,U,U,,N
110000768,VIC,B,M,35,N
110000770,SUS,B,M,57,N
110000770,SUS,B,M,28,N
110000770,VIC,B,F,9,N
110000773,SUS,U,U,,N
110000773,VIC,W,F,86,N
110000774,SUS,U,U,,N
110000774,VIC,W,F,23,N
110000776,SUS,B,F,65,N
110000776,VIC,B,M,85,N
110000777,SUS,U,U,,N
110000777,VIC,B,F,32,N
110000778,SUS,B,M,18,N
110000778,SUS,B,M,18,N
110000778,SUS,B,M,18,N
110000778,VIC,W,M,52,N
110000779,SUS,B,M,50,N
110000779,VIC,B,F,54,N
110000784,SUS,U,U,,N
110000784,VIC,,,,N
110000785,SUS,B,M,,N
110000785,VIC,,,,N
110000786,SUS,U,U,,N
110000786,VIC,,,,N
110000789,SUS,U,U,,N
110000789,VIC,W,F,57,N
110000790,ARR,B,F,33,N
110000790,VIC,,,,N
110000791,SUS,B,M,41,N
110000791,VIC,,,,N
110000793,SUS,U,U,,N
110000793,VIC,W,M,21,N
110000794,SUS,W,F,41,N
110000794,VIC,W,F,45,N
110000796,ARR,W,F,33,N
110000796,VIC,,,,N
110000797,SUS,B,M,39,N
110000797,VIC,B,M,48,N
110000798,SUS,U,U,,N
110000798,VIC,,,,N
110000799,SUS,B,M,25,N
110000799,VIC,B,F,20,N
110000800,ARR,B,M,52,N
110000800,VIC,,,,N
110000801,SUS,U,U,,N
110000801,VIC,B,F,38,N
110000802,ARR,B,M,49,N
110000802,VIC,,,,N
110000804,SUS,U,U,,N
110000804,VIC,W,F,66,N
110000806,SUS,U,U,,N
110000806,VIC,,,,N
110000807,SUS,W,M,28,N
110000807,VIC,W,M,8,N
110000807,VIC,W,M,6,N
110000807,VIC,W,F,4,N
110000808,SUS,U,U,,N
110000808,VIC,W,M,24,N
110000809,SUS,U,U,,N
110000809,VIC,W,M,49,N
110000811,SUS,U,U,,N
110000811,VIC,W,F,21,N
110000814,SUS,U,U,,N
110000814,VIC,B,F,36,N
110000819,SUS,U,U,,N
110000819,VIC,W,F,79,N
110000820,ARR,W,M,48,N
110000820,VIC,,,,N
110000821,ARR,W,F,16,N
110000821,VIC,,,,N
110000823,SUS,W,M,51,N
110000823,VIC,W,M,55,N
110000824,SUS,U,U,,N
110000824,VIC,W,F,49,N
110000825,ARR,W,M,41,N
110000825,VIC,B,M,24,N
110000827,SUS,U,U,,N
110000827,VIC,B,F,31,N
110000831,VIC,W,F,34,N
110000833,SUS,B,M,,N
110000833,VIC,B,F,23,N
110000834,SUS,U,U,,N
110000834,VIC,W,F,34,N
110000835,SUS,B,M,31,N
110000835,VIC,B,F,27,N
110000836,SUS,U,U,,N
110000836,VIC,B,M,35,N
110000837,ARR,B,F,16,N
110000837,VIC,,,,N
110000839,ARR,W,M,67,N
110000839,VIC,W,F,52,N
110000841,SUS,B,M,23,N
110000841,VIC,W,M,50,N
110000842,SUS,B,F,26,N
110000842,VIC,B,F,38,N
110000843,SUS,B,M,25,Y
110000843,SUS,B,M,25,Y
110000843,VIC,W,M,33,Y
110000843,VIC,W,F,4,Y
110000843,VIC,W,F,7,Y
110000846,SUS,U,U,,N
110000846,VIC,W,M,45,N
110000850,SUS,U,U,,N
110000850,VIC,W,M,24,N
110000852,SUS,B,M,51,N
110000852,VIC,B,F,35,N
110000853,ARR,W,M,27,N
110000854,SUS,B,M,31,N
110000854,VIC,B,M,21,N
110000856,SUS,U,U,,N
110000856,VIC,W,F,38,N
110000856,VIC,W,M,31,N
110000856,VIC,W,M,18,N
110000856,VIC,W,F,18,N
110000856,VIC,W,M,8,N
110000857,SUS,B,M,46,N
110000857,VIC,B,F,47,N
110000858,SUS,U,U,,N
110000858,VIC,B,F,33,N
110000860,ARR,W,F,17,N
110000860,ARR,W,F,16,N
110000860,VIC,,,,N
110000861,ARR,B,M,30,N
110000861,VIC,B,F,31,N
110000862,SUS,U,U,,N
110000862,VIC,B,F,39,N
110000863,SUS,U,U,,N
110000863,VIC,B,F,51,N
110000868,SUS,W,M,27,N
110000868,VIC,,,,N
110000870,SUS,W,M,,N
110000870,VIC,B,F,32,N
110000872,SUS,B,M,,N
110000872,SUS,B,M,,N
110000872,VIC,W,M,53,N
110000872,VIC,,,,N
110000874,ARR,W,M,46,N
110000874,VIC,,,,N
110000875,SUS,B,M,20,N
110000875,VIC,B,F,21,N
110000876,ARR,B,M,30,N
110000876,VIC,W,F,32,N
110000877,SUS,U,U,,N
110000877,VIC,W,F,26,N
110000878,ARR,W,M,48,N
110000878,VIC,,,,N
110000879,SUS,U,U,,N
110000879,VIC,W,M,25,N
110000880,SUS,W,M,54,N
110000880,VIC,B,F,73,N
110000882,SUS,B,M,,N
110000882,SUS,B,M,,N
110000882,SUS,B,M,,N
110000882,VIC,B,F,19,N
110000883,SUS,U,U,,N
110000883,VIC,B,M,44,N
110000884,SUS,U,M,15,N
110000884,SUS,U,M,15,N
110000884,SUS,U,M,15,N
110000884,SUS,U,M,15,N
110000884,VIC,B,M,23,N
110000885,SUS,W,M,21,N
110000885,VIC,W,F,21,N
110000886,SUS,U,U,,N
110000886,VIC,W,M,17,N
110000888,SUS,U,U,,N
110000888,VIC,W,M,60,N
110000889,ARR,B,M,52,N
110000889,VIC,B,M,28,N
110000890,SUS,U,U,,N
110000890,VIC,,,,N
110000892,SUS,U,U,,N
110000892,VIC,,,,N
110000893,SUS,U,U,,Y
110000893,VIC,W,M,66,Y
110000893,VIC,W,F,22,Y
110000893,VIC,W,F,2,Y
110000895,SUS,W,F,20,Y
110000895,SUS,W,F,37,Y
110000895,VIC,W,M,20,Y
110000896,ARR,B,M,68,N
110000896,VIC,,,,N
110000898,VIC,B,F,37,N
110000898,VIC,B,F,37,N
110000900,SUS,B,M,45,N
110000900,VIC,B,F,50,N
110000902,SUS,B,F,24,N
110000902,VIC,B,F,26,N
110000905,SUS,B,M,,N
110000905,SUS,B,M,,N
110000905,VIC,W,M,26,N
110000905,VIC,W,F,28,N
110000906,VIC,B,F,68,N
110000906,VIC,B,F,68,N
110000909,SUS,U,U,,N
110000909,VIC,W,M,45,N
110000910,SUS,U,U,,N
110000910,VIC,W,F,54,N
110000910,VIC,B,F,32,N
110000912,VIC,W,M,57,N
110000913,ARR,W,F,39,N
110000913,VIC,,,,N
110000914,SUS,U,U,,N
110000914,VIC,W,F,55,N
110000918,SUS,U,U,,N
110000918,VIC,B,F,38,N
110000920,SUS,U,U,,N
110000920,VIC,B,M,19,N
110000920,VIC,B,F,20,N
110000923,SUS,W,M,42,N
110000923,VIC,W,F,41,N
110000925,SUS,U,U,,N
110000925,SUS,U,U,,N
110000925,SUS,U,U,,N
110000925,VIC,B,M,49,N
110000926,SUS,B,M,27,N
110000926,VIC,B,F,22,N
110000926,SUS,B,M,27,N
110000926,VIC,B,F,22,N
110000927,SUS,U,U,,N
110000927,VIC,W,M,40,N
110000929,ARR,B,M,50,N
110000929,VIC,B,F,31,N
110000930,ARR,B,M,50,N
110000932,SUS,U,U,,N
110000932,VIC,W,M,20,N
110000932,VIC,W,M,44,N
110000932,SUS,U,U,,N
110000932,VIC,W,M,20,N
110000932,VIC,W,M,44,N
110000933,SUS,U,U,,N
110000933,VIC,W,F,31,N
110000934,ARR,W,M,22,N
110000934,ARR,B,M,26,N
110000934,VIC,,,,N
110000936,SUS,B,M,22,N
110000936,VIC,W,F,19,N
110000937,ARR,W,M,30,N
110000937,VIC,,,,N
110000938,ARR,B,F,46,N
110000938,VIC,,,,N
110000942,VIC,W,M,37,N
110000942,VIC,W,M,53,N
110000942,VIC,,,,N
110000943,VIC,B,F,18,N
110000945,SUS,U,M,,N
110000945,VIC,W,M,25,N
110000945,SUS,U,M,,N
110000945,VIC,W,M,25,N
110000947,SUS,U,U,,N
110000947,VIC,W,M,46,N
110000949,SUS,U,U,,N
110000949,VIC,W,M,26,N
110000949,VIC,,,,N
110000951,SUS,U,U,,N
110000951,VIC,W,F,61,N
110000952,SUS,U,U,,N
110000952,VIC,W,M,35,N
110000953,SUS,B,M,,N
110000953,VIC,B,M,45,N
110000956,VIC,B,M,,N
110000956,SUS,U,U,,N
110000956,VIC,B,M,54,N
110000957,SUS,U,U,,N
110000957,VIC,W,F,46,N
110000959,SUS,U,U,,N
110000959,VIC,W,F,54,N
110000961,SUS,W,F,27,N
110000961,VIC,W,M,38,N
110000962,SUS,W,M,53,N
110000962,VIC,,,,N
110000965,ARR,B,M,34,N
110000966,SUS,U,U,,N
110000966,VIC,B,F,21,N
110000967,SUS,U,U,,N
110000967,VIC,B,F,23,N
110000968,SUS,B,F,24,N
110000968,VIC,B,F,26,N
110000969,SUS,W,M,,N
110000969,VIC,W,M,55,N
110000971,SUS,U,U,,N
110000971,VIC,B,F,55,N
110000972,SUS,U,U,,N
110000972,VIC,W,M,25,N
110000972,VIC,,,,N
110000973,SUS,U,U,,N
110000973,VIC,B,M,56,N
110000975,VIC,W,F,28,N
110000981,SUS,U,U,,N
110000981,VIC,B,M,63,N
110000982,SUS,U,U,,N
110000982,VIC,W,M,26,N
110000982,VIC,W,M,27,N
110000984,SUS,U,U,,N
110000984,VIC,B,F,25,N
110000985,SUS,U,U,,N
110000985,VIC,,,,N
110000987,SUS,U,U,,N
110000987,VIC,W,M,46,N
110000987,SUS,U,U,,N
110000987,VIC,W,M,46,N
110000988,SUS,U,U,,N
110000988,VIC,B,M,22,N
110000991,SUS,U,U,,N
110000991,VIC,B,F,76,N
110000994,SUS,U,U,,N
110000994,VIC,,,,N
110000995,ARR,B,M,45,N
110000995,VIC,B,M,22,N
110000997,SUS,U,U,,N
110000997,VIC,B,M,61,N
110000999,SUS,U,U,,N
110000999,VIC,W,M,50,N
110001003,SUS,U,F,,N
110001003,VIC,W,M,24,N
110001004,SUS,U,U,,N
110001004,VIC,W,M,24,N
110001005,SUS,U,U,,N
110001005,VIC,W,M,33,N
110001006,SUS,U,U,,N
110001006,VIC,W,F,49,N
110001008,ARR,B,M,29,N
110001008,ARR,B,M,29,N
110001008,VIC,,,,N
110001009,SUS,B,M,14,N
110001009,SUS,B,M,14,N
110001009,SUS,B,M,14,N
110001009,VIC,B,M,62,N
110001012,SUS,U,U,,N
110001012,VIC,W,M,58,N
110001013,SUS,U,U,,N
110001013,VIC,B,F,51,N
110001014,SUS,U,U,,N
110001014,VIC,W,F,57,N
110001015,SUS,U,U,,N
110001015,VIC,,,,N
110001016,SUS,U,U,,N
110001018,VIC,W,M,67,N
110001018,VIC,,,,N
110001018,VIC,W,M,3,N
110001018,VIC,,,,N
110001018,VIC,W,M,67,N
110001018,VIC,,,,N
110001018,VIC,W,M,3,N
110001018,VIC,,,,N
110001018,VIC,W,M,67,N
110001018,VIC,,,,N
110001018,VIC,W,M,3,N
110001018,VIC,,,,N
110001018,VIC,W,M,67,N
110001018,VIC,,,,N
110001018,VIC,W,M,3,N
110001018,VIC,,,,N
110001018,VIC,W,M,67,N
110001018,VIC,,,,N
110001018,VIC,W,M,3,N
110001018,VIC,,,,N
110001019,SUS,U,U,,N
110001019,VIC,,,,N
110001020,SUS,U,U,,N
110001020,VIC,W,F,37,N
110001022,ARR,W,M,52,N
110001022,VIC,,,,N
110001023,SUS,W,F,63,N
110001023,VIC,W,M,64,N
110001024,SUS,U,U,,N
110001024,VIC,W,M,82,N
110001025,SUS,U,U,,N
110001025,VIC,B,M,33,N
110001026,ARR,W,F,21,N
110001026,VIC,,,,N
110001027,SUS,U,U,,N
110001027,VIC,B,F,65,N
110001028,SUS,U,U,,N
110001028,VIC,B,M,30,N
110001030,SUS,U,U,,N
110001030,VIC,B,F,44,N
110001032,VIC,,,,N
110001032,VIC,,,,N
110001034,SUS,U,U,,N
110001037,SUS,U,U,,N
110001037,VIC,W,F,45,N
110001038,ARR,B,M,16,N
110001038,VIC,,,,N
110001039,SUS,W,F,29,N
110001039,SUS,W,M,42,N
110001039,SUS,W,M,42,N
110001039,VIC,U,U,,N
110001039,SUS,W,F,29,N
110001039,SUS,W,M,42,N
110001039,SUS,W,M,42,N
110001039,VIC,U,U,,N
110001040,ARR,B,M,35,N
110001040,ARR,B,M,25,N
110001041,SUS,U,U,,N
110001041,VIC,W,M,21,N
110001043,SUS,U,U,,N
110001043,VIC,W,F,75,N
110001045,SUS,U,U,,N
110001045,VIC,B,M,33,N
110001047,SUS,U,U,,N
110001047,VIC,W,M,34,N
110001048,SUS,W,M,30,N
110001048,VIC,W,F,35,N
110001049,SUS,U,U,,N
110001049,VIC,W,F,32,N
110001052,SUS,B,M,18,N
110001052,SUS,B,M,18,N
110001052,VIC,W,M,27,N
110001053,SUS,U,U,,N
110001053,VIC,W,M,61,N
110001055,SUS,U,U,,N
110001055,VIC,B,M,44,N
110001056,ARR,W,M,19,N
110001056,VIC,,,,N
110001059,SUS,U,F,,N
110001059,VIC,W,F,5,N
110001060,SUS,B,M,26,N
110001060,VIC,B,F,24,N
110001060,VIC,B,F,18,N
110001061,SUS,U,U,,N
110001061,VIC,B,F,54,N
110001062,SUS,U,U,,N
110001062,VIC,W,F,39,N
110001064,SUS,U,U,,N
110001064,VIC,,,,N
110001064,VIC,W,M,35,N
110001065,SUS,U,U,,N
110001065,VIC,W,M,44,N
110001065,SUS,U,U,,N
110001065,VIC,W,M,44,N
110001073,SUS,B,M,,N
110001073,VIC,,,,N
110001074,ARR,B,M,34,N
110001074,VIC,,,,N
110001075,SUS,U,U,,N
110001075,VIC,B,M,41,N
110001077,ARR,B,M,22,N
110001077,VIC,B,M,26,N
110001077,VIC,B,M,28,N
110001077,ARR,B,M,22,N
110001077,VIC,B,M,26,N
110001077,VIC,B,M,28,N
110001079,SUS,U,U,,N
110001079,VIC,W,F,34,N
110001081,SUS,U,U,,N
110001081,VIC,W,M,69,N
110001082,SUS,U,U,,N
110001082,VIC,B,F,50,N
110001086,ARR,B,M,27,N
110001086,VIC,,,,N
110001087,SUS,U,U,,N
110001087,VIC,W,M,61,N
110001090,ARR,W,M,47,N
110001090,ARR,W,M,48,N
110001090,VIC,,,,N
110001093,SUS,U,U,,N
110001093,VIC,,,,N
110001093,SUS,U,U,,N
110001093,VIC,,,,N
110001094,SUS,U,U,,N
110001094,VIC,B,F,34,N
110001095,ARR,W,M,39,N
110001095,VIC,,,,N
110001099,SUS,B,M,21,N
110001099,VIC,B,F,26,N
110001099,SUS,B,M,21,N
110001099,VIC,B,F,26,N
110001100,SUS,W,M,18,Y
110001100,SUS,W,M,18,Y
110001100,SUS,W,M,18,Y
110001100,SUS,W,M,18,Y
110001100,VIC,W,M,17,Y
110001100,VIC,W,M,14,Y
110001101,SUS,U,U,,N
110001101,VIC,B,F,21,N
110001102,SUS,U,U,,N
110001102,VIC,B,M,35,N
110001102,SUS,U,U,,N
110001102,VIC,B,M,35,N
110001107,SUS,U,U,,N
110001107,VIC,W,M,65,N
110001111,VIC,B,M,52,N
110001112,SUS,W,F,,N
110001112,VIC,,,,N
110001114,SUS,U,U,,Y
110001114,VIC,W,M,17,Y
110001114,VIC,W,F,15,Y
110001114,SUS,U,U,,N
110001114,VIC,W,M,17,N
110001114,VIC,W,F,15,N
110001115,ARR,W,M,24,N
110001115,VIC,W,F,20,N
110001120,ARR,B,M,62,N
110001120,VIC,B,F,89,N
110001127,SUS,W,F,35,N
110001127,SUS,B,M,20,N
110001127,SUS,B,M,,N
110001127,VIC,,,,N
110001127,VIC,,,,N
110001127,SUS,U,U,,N
110001127,SUS,U,U,,N
110001127,SUS,U,U,,N
110001127,VIC,,,,N
110001128,SUS,B,M,51,N
110001128,VIC,B,F,46,N
110001130,SUS,U,U,,Y
110001130,VIC,W,F,65,Y
110001130,VIC,B,M,60,Y
110001130,VIC,B,M,47,Y
110001130,VIC,B,M,6,Y
110001130,VIC,B,F,10,Y
110001133,SUS,U,U,,N
110001133,VIC,B,M,33,N
110001134,ARR,B,F,21,N
110001134,VIC,,,,N
110001138,SUS,U,U,,N
110001138,VIC,B,F,45,N
110001139,SUS,B,F,16,N
110001139,SUS,B,F,,N
110001139,SUS,B,F,,N
110001139,VIC,B,F,16,N
110001140,SUS,W,M,24,N
110001140,VIC,W,M,27,N
110001141,SUS,B,M,45,N
110001141,VIC,B,F,19,N
110001144,ARR,B,M,25,N
110001144,VIC,,,,N
110001147,SUS,B,M,25,N
110001147,VIC,W,M,40,N
110001149,SUS,B,F,43,N
110001149,VIC,B,M,71,N
110001150,ARR,B,M,19,N
110001152,VIC,,,,N
110001153,SUS,U,U,,N
110001153,VIC,B,M,54,N
110001153,SUS,U,U,,N
110001153,VIC,B,M,54,N
110001154,SUS,B,M,28,N
110001154,VIC,B,F,26,N
110001155,SUS,U,U,,N
110001155,VIC,W,M,50,N
110001156,SUS,U,U,,N
110001156,VIC,W,F,19,N
110001157,SUS,U,U,,N
110001157,VIC,U,F,55,N
110001161,SUS,U,U,,N
110001161,VIC,U,U,,N
110001162,SUS,U,U,,N
110001162,VIC,,,,N
